price	year	manufacturer	condition	cylinders	odometer	transmission	state	fuel	size
4975	2006	toyota	excellent	6 cylinders	190000	automatic	ca	gas	full-size
13500	2007	lexus	excellent	8 cylinders	128000	automatic	pa	gas	full-size
3700	2005	volkswagen	good	4 cylinders	150000	manual	pa	gas	compact
26990	1998	mitsubishi	good	4 cylinders	166302	manual	pa	diesel	full-size
13200	2013	gmc	excellent	6 cylinders	84531	automatic	tn	gas	full-size
20990	2019	chevrolet	like new	4 cylinders	56389	automatic	nc	gas	mid-size
3600	1995	chevrolet	fair	8 cylinders	64500	automatic	ks	gas	full-size
25995	2014	mercedes-benz	excellent	6 cylinders	67150	automatic	oh	gas	mid-size
1	2008	dodge	salvage	6 cylinders	225000	automatic	ga	gas	full-size
58988	2014	ram	excellent	6 cylinders	69751	manual	id	diesel	full-size
12900	2010	volkswagen	excellent	6 cylinders	111157	automatic	fl	diesel	full-size
4950	2002	chevrolet	excellent	8 cylinders	273000	automatic	ca	gas	full-size
48800	2019	ram	like new	6 cylinders	52144	automatic	sc	diesel	full-size
12700	2014	honda	excellent	4 cylinders	65000	automatic	md	gas	mid-size
31990	2006	ford	good	8 cylinders	59429	automatic	ct	diesel	full-size
33990	2017	ram	like new	6 cylinders	53000	automatic	ma	gas	full-size
2600	2003	honda	good	4 cylinders	167000	automatic	nc	gas	compact
2800	2002	volkswagen	good	6 cylinders	185000	automatic	ca	gas	compact
45000	2017	chevrolet	excellent	8 cylinders	92000	automatic	al	gas	full-size
7075	1999	ford	fair	8 cylinders	168560	automatic	wi	diesel	full-size
5500	1999	ram	good	6 cylinders	340000	automatic	tx	diesel	full-size
8995	2016	hyundai	good	4 cylinders	85331	automatic	ca	gas	mid-size
3950	2005	toyota	excellent	4 cylinders	227000	automatic	ct	gas	mid-size
4500	1987	porsche	good	4 cylinders	34000	manual	nc	gas	compact
16999	2012	nissan	excellent	6 cylinders	122615	automatic	co	gas	full-size
8999	2008	infiniti	excellent	6 cylinders	256869	automatic	sc	gas	full-size
15500	2016	toyota	good	4 cylinders	127647	automatic	nc	gas	mid-size
17825	2013	cadillac	excellent	6 cylinders	67267	automatic	wi	gas	full-size
4500	2004	ford	excellent	6 cylinders	72000	automatic	fl	gas	mid-size
6985	2007	mercury	excellent	6 cylinders	100000	automatic	ia	gas	full-size
10995	2012	toyota	good	4 cylinders	132312	automatic	ny	gas	full-size
7995	2012	chevrolet	excellent	4 cylinders	99681	automatic	or	gas	mid-size
11490	2008	toyota	excellent	4 cylinders	157389	automatic	mn	gas	mid-size
36995	2019	ford	excellent	8 cylinders	103173	automatic	wi	gas	full-size
5000	2004	toyota	excellent	4 cylinders	125000	manual	tn	gas	compact
1	2014	bmw	excellent	8 cylinders	59964	other	fl	gas	compact
37900	2018	ram	excellent	6 cylinders	122000	automatic	tx	diesel	full-size
2500	1995	ford	good	8 cylinders	254000	automatic	va	gas	full-size
10995	2012	honda	good	4 cylinders	67689	automatic	pa	gas	mid-size
14843	2017	gmc	excellent	4 cylinders	51102	automatic	mn	gas	mid-size
3650	2005	subaru	good	6 cylinders	199000	automatic	ma	gas	full-size
14700	2013	acura	excellent	6 cylinders	108200	automatic	oh	gas	mid-size
34977	2020	ford	excellent	6 cylinders	13306	automatic	oh	gas	full-size
8995	2013	mazda	excellent	4 cylinders	94262	automatic	ca	gas	compact
11950	2002	ford	excellent	8 cylinders	40000	automatic	mt	gas	full-size
7000	1995	chevrolet	good	8 cylinders	200000	automatic	ks	diesel	full-size
16995	2015	volkswagen	like new	4 cylinders	28624	automatic	ak	gas	mid-size
10500	2004	cadillac	like new	6 cylinders	56398	automatic	wa	gas	mid-size
5000	2007	chevrolet	good	8 cylinders	230000	automatic	il	gas	full-size
44	2015	chevrolet	excellent	8 cylinders	139000	automatic	or	diesel	full-size
1600	2003	toyota	fair	6 cylinders	200000	automatic	fl	gas	full-size
12800	2008	toyota	excellent	6 cylinders	172495	manual	dc	gas	mid-size
4000	2002	toyota	good	4 cylinders	102000	automatic	mn	gas	compact
19500	1966	ford	good	8 cylinders	11000	automatic	tx	gas	mid-size
5900	2013	ford	good	4 cylinders	155000	automatic	nh	gas	full-size
51500	2016	ram	like new	6 cylinders	130000	automatic	ak	diesel	full-size
7995	2011	honda	excellent	4 cylinders	157400	automatic	tx	gas	mid-size
19495	2013	porsche	excellent	6 cylinders	140000	automatic	ga	diesel	full-size
1	2018	nissan	excellent	10 cylinders	51856	automatic	fl	gas	compact
41000	2014	audi	good	8 cylinders	35464	automatic	tn	gas	full-size
3200	2004	nissan	good	4 cylinders	170000	automatic	pa	gas	full-size
28000	2019	volkswagen	like new	4 cylinders	18000	automatic	ca	gas	mid-size
12500	1930	ford	good	8 cylinders	123456	automatic	va	gas	full-size
4000	2001	ram	good	8 cylinders	128000	automatic	oh	gas	full-size
1800	2009	chevrolet	good	8 cylinders	138000	automatic	ia	gas	full-size
4800	2006	honda	good	4 cylinders	166000	automatic	ca	gas	mid-size
26900	1994	nissan	good	4 cylinders	59384	manual	al	gas	mid-size
6990	2008	ram	good	8 cylinders	233871	automatic	fl	gas	full-size
39900	2017	ford	good	10 cylinders	143712	automatic	ca	gas	full-size
18000	2009	jeep	excellent	6 cylinders	59000	automatic	ny	gas	mid-size
12990	2013	volkswagen	excellent	4 cylinders	92209	automatic	mn	gas	mid-size
2950	2000	ford	good	6 cylinders	200000	automatic	oh	gas	compact
1500	2007	gmc	fair	8 cylinders	248331	automatic	co	gas	full-size
8500	2006	dodge	good	8 cylinders	159000	automatic	or	gas	mid-size
199	2014	nissan	like new	4 cylinders	80000	automatic	mn	gas	compact
5000	1992	lexus	good	8 cylinders	230000	automatic	ca	gas	full-size
40500	2015	toyota	excellent	8 cylinders	94291	automatic	fl	gas	full-size
9777	2008	jeep	good	6 cylinders	223161	automatic	mo	gas	full-size
9000	2004	ford	excellent	8 cylinders	125500	automatic	fl	gas	full-size
17994	2009	ford	excellent	8 cylinders	149000	automatic	mo	diesel	full-size
15495	2014	toyota	excellent	4 cylinders	145002	automatic	il	gas	full-size
5950	2009	mitsubishi	excellent	4 cylinders	162117	automatic	il	gas	mid-size
2500	1998	nissan	excellent	6 cylinders	241600	manual	wa	gas	mid-size
6300	2013	hyundai	good	4 cylinders	100000	automatic	dc	gas	full-size
2700	1993	honda	good	4 cylinders	188000	manual	ga	gas	sub-compact
31995	2012	toyota	excellent	8 cylinders	67580	automatic	ca	gas	full-size
30	1995	ford	excellent	8 cylinders	49700	automatic	tx	diesel	full-size
21650	2018	chrysler	like new	6 cylinders	45224	automatic	id	gas	mid-size
17900	2017	chevrolet	like new	4 cylinders	29000	automatic	oh	gas	mid-size
8995	2004	lexus	good	6 cylinders	172340	automatic	ne	gas	full-size
5500	2010	jeep	like new	6 cylinders	211924	automatic	pa	gas	full-size
2999	2003	honda	good	4 cylinders	200000	automatic	mn	gas	full-size
4800	2009	chevrolet	good	6 cylinders	144500	manual	mi	gas	mid-size
18000	2017	honda	excellent	4 cylinders	23638	automatic	ca	gas	mid-size
17995	2016	honda	excellent	6 cylinders	140000	automatic	fl	gas	full-size
19499	2014	cadillac	excellent	6 cylinders	76518	automatic	ak	gas	full-size
8995	2005	gmc	good	6 cylinders	104865	automatic	mn	gas	full-size
5800	2002	bmw	excellent	6 cylinders	108000	automatic	ca	gas	full-size
12380	2015	ford	excellent	6 cylinders	92680	automatic	wi	gas	full-size
29995	2014	chevrolet	good	8 cylinders	130436	automatic	ga	gas	full-size
13950	2013	ford	good	8 cylinders	156235	automatic	ky	gas	full-size
8900	2014	ram	good	6 cylinders	190000	automatic	ca	gas	full-size
7500	2004	toyota	good	8 cylinders	199000	automatic	mo	gas	full-size
17200	2010	ram	excellent	8 cylinders	131000	automatic	mi	gas	full-size
2000	2002	gmc	fair	8 cylinders	145631	automatic	mi	gas	full-size
3500	2000	dodge	good	6 cylinders	147000	manual	tn	gas	mid-size
15995	2015	audi	excellent	4 cylinders	126000	automatic	ks	gas	mid-size
28950	2015	chevrolet	excellent	8 cylinders	153871	automatic	ia	diesel	full-size
32900	2019	jeep	like new	6 cylinders	43211	automatic	mi	gas	full-size
19990	2019	jeep	excellent	6 cylinders	33602	automatic	fl	gas	mid-size
5300	2012	chevrolet	like new	4 cylinders	123988	automatic	ny	gas	mid-size
26505	2018	gmc	like new	4 cylinders	31107	automatic	ca	gas	compact
18500	2016	ram	like new	6 cylinders	153312	automatic	tx	gas	full-size
5500	2006	gmc	good	8 cylinders	219256	automatic	il	gas	full-size
6800	2004	infiniti	good	6 cylinders	83000	manual	fl	gas	mid-size
200	2016	hyundai	excellent	4 cylinders	88282	automatic	id	gas	mid-size
4995	2003	volkswagen	excellent	4 cylinders	138840	automatic	wa	gas	compact
2800	2007	honda	good	6 cylinders	208000	automatic	fl	gas	full-size
7500	1992	dodge	good	6 cylinders	250000	automatic	nm	diesel	full-size
3800	2004	ford	fair	8 cylinders	139000	automatic	ny	diesel	full-size
11990	2019	dodge	excellent	6 cylinders	133463	automatic	va	gas	full-size
75850	2020	ford	excellent	8 cylinders	47205	automatic	tx	diesel	full-size
5500	2008	nissan	good	6 cylinders	208000	automatic	dc	gas	full-size
11000	2015	subaru	excellent	4 cylinders	79000	automatic	ny	gas	mid-size
25750	2014	chevrolet	like new	8 cylinders	141601	automatic	nc	gas	full-size
2000	2008	rover	fair	8 cylinders	270000	automatic	ca	gas	full-size
8500	2008	chevrolet	excellent	6 cylinders	132506	automatic	wi	gas	mid-size
30000	2011	ford	like new	8 cylinders	204500	manual	ga	diesel	full-size
20095	2016	honda	excellent	6 cylinders	103000	automatic	ny	gas	full-size
49990	2013	ford	good	8 cylinders	98689	automatic	nj	diesel	full-size
14500	1990	jeep	good	6 cylinders	245000	manual	mo	gas	mid-size
4250	2008	saturn	excellent	4 cylinders	102000	automatic	tx	gas	full-size
11995	2008	nissan	good	8 cylinders	175969	automatic	ia	gas	full-size
6300	2002	ford	good	8 cylinders	180000	manual	il	gas	full-size
10900	2019	nissan	excellent	4 cylinders	53000	automatic	ok	gas	compact
35990	2014	ford	good	10 cylinders	42213	automatic	ia	gas	full-size
23990	2007	chevrolet	good	8 cylinders	32853	automatic	nj	gas	full-size
45499	2016	chevrolet	like new	8 cylinders	180000	automatic	ga	diesel	full-size
3500	2002	mercury	good	6 cylinders	219000	automatic	sc	gas	full-size
15000	2004	ford	good	8 cylinders	147500	automatic	sc	diesel	full-size
36700	2019	ford	excellent	6 cylinders	14985	automatic	ky	gas	full-size
1550	2003	saturn	fair	6 cylinders	114736	automatic	oh	gas	mid-size
7995	2011	honda	excellent	4 cylinders	157296	automatic	va	gas	mid-size
33000	2019	volvo	like new	6 cylinders	7000	automatic	ca	hybrid	full-size
7999	2006	acura	excellent	4 cylinders	244405	automatic	ca	gas	compact
6995	2011	toyota	good	4 cylinders	125412	automatic	ia	gas	compact
4400	2006	acura	excellent	6 cylinders	240000	automatic	oh	gas	mid-size
17984	2017	ford	good	4 cylinders	60688	automatic	mt	gas	full-size
100	2011	jeep	excellent	6 cylinders	100000	automatic	oh	gas	full-size
15995	2008	ford	excellent	8 cylinders	251667	automatic	tx	diesel	full-size
4000	2003	toyota	excellent	4 cylinders	113000	automatic	ny	gas	full-size
13990	2013	gmc	good	6 cylinders	106000	automatic	ma	gas	mid-size
25200	2008	mercedes-benz	excellent	8 cylinders	68300	automatic	ca	gas	full-size
32995	2016	ram	excellent	8 cylinders	53510	automatic	ca	gas	full-size
33488	2019	chevrolet	good	8 cylinders	21787	automatic	tx	gas	full-size
27990	2011	ford	good	6 cylinders	123622	automatic	pa	diesel	full-size
10900	1994	toyota	good	6 cylinders	150501	automatic	tn	gas	mid-size
4299	2009	mazda	good	4 cylinders	151000	automatic	il	gas	mid-size
3999	2011	ford	good	4 cylinders	159500	automatic	ca	gas	compact
5995	2008	volkswagen	good	4 cylinders	128000	automatic	pa	gas	sub-compact
28997	2015	ford	excellent	8 cylinders	84170	automatic	mo	gas	full-size
12500	2016	toyota	like new	4 cylinders	70361	automatic	va	gas	compact
6000	2000	toyota	good	6 cylinders	224687	automatic	or	gas	full-size
9500	2006	toyota	good	8 cylinders	213000	automatic	az	gas	full-size
6995	1988	gmc	like new	8 cylinders	150609	automatic	va	gas	full-size
9800	2011	buick	excellent	6 cylinders	149000	automatic	ca	gas	full-size
18000	2011	chevrolet	excellent	8 cylinders	130000	automatic	tx	gas	full-size
9990	2007	jeep	good	6 cylinders	105505	automatic	or	gas	full-size
500	2005	hyundai	excellent	4 cylinders	144000	automatic	oh	gas	mid-size
2500	1990	chevrolet	good	8 cylinders	182000	automatic	tx	gas	full-size
25999	2017	nissan	excellent	6 cylinders	43500	automatic	mn	gas	mid-size
18950	2005	gmc	good	6 cylinders	45654	automatic	ma	diesel	full-size
3495	2006	chevrolet	excellent	6 cylinders	165212	automatic	tx	gas	full-size
4000	2006	volvo	good	6 cylinders	147000	automatic	ma	gas	mid-size
11990	2017	chevrolet	excellent	4 cylinders	76383	automatic	vt	gas	full-size
2500	1992	mercedes-benz	good	6 cylinders	214500	automatic	sc	gas	compact
9900	1999	ram	good	6 cylinders	55166	automatic	mi	diesel	full-size
6000	2004	bmw	good	8 cylinders	129700	automatic	nj	gas	full-size
6000	2006	volkswagen	excellent	5 cylinders	120000	automatic	or	gas	full-size
14950	2015	bmw	excellent	4 cylinders	55500	automatic	ca	gas	mid-size
12995	2015	ford	like new	4 cylinders	42535	automatic	nm	gas	compact
7500	2004	toyota	good	4 cylinders	59767	automatic	fl	gas	mid-size
5500	1966	ford	fair	6 cylinders	40000	automatic	nh	gas	compact
2995	2005	pontiac	excellent	4 cylinders	140709	automatic	oh	gas	sub-compact
4700	2008	nissan	excellent	6 cylinders	172000	automatic	ny	gas	mid-size
6995	2013	chevrolet	excellent	4 cylinders	147892	automatic	ct	gas	full-size
33900	2018	ford	excellent	8 cylinders	78821	automatic	vt	gas	mid-size
2500	1999	ram	fair	8 cylinders	250000	automatic	ca	gas	full-size
8950	2009	honda	excellent	4 cylinders	209745	automatic	nm	gas	compact
13900	2013	dodge	excellent	6 cylinders	112089	automatic	fl	gas	mid-size
9000	2012	mini	excellent	4 cylinders	76200	automatic	ca	gas	compact
2500	2002	honda	good	4 cylinders	175494	automatic	mn	gas	compact
31700	2014	ram	excellent	6 cylinders	113128	automatic	fl	diesel	full-size
5800	2012	ford	excellent	4 cylinders	125000	automatic	ri	gas	full-size
15900	2011	jaguar	excellent	8 cylinders	122930	automatic	fl	gas	full-size
24495	2014	nissan	like new	6 cylinders	83000	automatic	az	gas	mid-size
800	2005	nissan	fair	6 cylinders	175000	automatic	ma	gas	full-size
18134	2015	acura	like new	4 cylinders	42320	automatic	fl	gas	mid-size
3250	1990	chevrolet	like new	8 cylinders	200000	automatic	wi	gas	full-size
5995	2005	nissan	good	6 cylinders	143980	automatic	ia	gas	full-size
7800	2011	hyundai	excellent	4 cylinders	85049	automatic	fl	gas	compact
34995	2016	ford	good	8 cylinders	120379	automatic	mi	diesel	full-size
8988	2001	chevrolet	good	8 cylinders	189000	automatic	ms	gas	full-size
26900	2015	ford	like new	6 cylinders	115066	automatic	ca	gas	mid-size
29500	2017	jaguar	excellent	4 cylinders	68000	automatic	al	gas	full-size
44650	2018	cadillac	like new	8 cylinders	17000	automatic	tx	gas	full-size
23995	2014	ford	like new	8 cylinders	178741	automatic	ca	gas	full-size
3900	2004	honda	good	4 cylinders	210000	automatic	fl	gas	mid-size
37999	2017	cadillac	like new	6 cylinders	26625	automatic	ak	gas	mid-size
2499	2004	hyundai	good	6 cylinders	80000	automatic	ny	gas	mid-size
2495	2013	cadillac	like new	6 cylinders	97927	automatic	fl	gas	full-size
15000	1987	chevrolet	like new	8 cylinders	126000	automatic	fl	gas	mid-size
7999	2011	honda	good	4 cylinders	125163	automatic	nj	gas	full-size
4900	2011	kia	excellent	4 cylinders	150000	automatic	ga	gas	full-size
2975	2003	hyundai	excellent	4 cylinders	106000	automatic	fl	gas	compact
7999	2006	pontiac	excellent	6 cylinders	104825	automatic	or	gas	mid-size
17999	2012	chevrolet	excellent	5 cylinders	58069	automatic	co	gas	full-size
16995	2006	toyota	excellent	6 cylinders	163849	manual	or	gas	full-size
9950	2008	dodge	like new	8 cylinders	154391	automatic	mi	gas	mid-size
3700	2006	nissan	good	4 cylinders	201000	automatic	ca	gas	mid-size
3500	2003	ford	good	4 cylinders	168000	manual	fl	gas	compact
9495	2012	mercedes-benz	like new	6 cylinders	134597	automatic	nj	gas	compact
14750	1999	jaguar	excellent	8 cylinders	48700	automatic	az	gas	full-size
8950	2011	chevrolet	like new	8 cylinders	190000	automatic	dc	gas	full-size
1950	2008	saturn	fair	6 cylinders	184000	automatic	mi	gas	full-size
21500	2018	toyota	excellent	4 cylinders	49980	automatic	ga	gas	mid-size
9995	2013	toyota	excellent	4 cylinders	71186	automatic	oh	hybrid	mid-size
3900	2003	mercury	excellent	8 cylinders	140145	automatic	ca	gas	full-size
1	2018	dodge	excellent	6 cylinders	62531	automatic	fl	gas	compact
11200	2008	ford	excellent	8 cylinders	170000	automatic	md	gas	full-size
26500	2019	volkswagen	excellent	4 cylinders	21300	automatic	ky	gas	mid-size
4500	2008	jeep	good	6 cylinders	134200	automatic	pa	gas	mid-size
5995	2008	toyota	like new	4 cylinders	159021	automatic	ma	gas	mid-size
2250	2005	chevrolet	excellent	6 cylinders	195000	automatic	ia	gas	mid-size
4500	2008	dodge	excellent	8 cylinders	190000	automatic	al	gas	full-size
5995	2012	nissan	excellent	4 cylinders	123540	automatic	vt	gas	full-size
13950	2012	jeep	excellent	8 cylinders	130788	automatic	nc	gas	compact
9600	2006	ford	excellent	8 cylinders	98500	automatic	fl	gas	full-size
2800	2002	dodge	fair	8 cylinders	190000	automatic	ca	gas	full-size
22995	2010	chevrolet	excellent	8 cylinders	73807	automatic	ca	gas	full-size
4950	2005	volvo	excellent	5 cylinders	155401	automatic	fl	gas	full-size
46800	2020	gmc	excellent	8 cylinders	8357	automatic	ca	gas	mid-size
7500	2012	honda	good	4 cylinders	147000	automatic	ca	hybrid	compact
6995	2012	chevrolet	like new	4 cylinders	128599	manual	va	gas	mid-size
2000	2012	toyota	good	4 cylinders	167000	automatic	oh	gas	sub-compact
3500	2008	honda	good	4 cylinders	194000	manual	nc	gas	mid-size
6395	2008	honda	excellent	6 cylinders	169702	automatic	co	gas	full-size
2450	2002	ford	excellent	6 cylinders	0	manual	tx	gas	sub-compact
8500	2008	bmw	excellent	6 cylinders	92000	automatic	fl	gas	full-size
4495	2005	chrysler	good	4 cylinders	108400	automatic	ny	gas	compact
8450	2005	audi	excellent	8 cylinders	66783	automatic	ca	gas	compact
9999	2012	ram	good	8 cylinders	200474	automatic	mn	gas	mid-size
3500	2000	ford	good	8 cylinders	192500	automatic	hi	gas	full-size
15900	2010	lexus	good	6 cylinders	102793	automatic	wi	gas	full-size
1200	2005	jeep	fair	6 cylinders	170000	automatic	mi	gas	mid-size
3200	2002	honda	good	4 cylinders	199000	automatic	oh	gas	compact
19995	2015	lincoln	excellent	6 cylinders	58469	automatic	ca	gas	mid-size
9500	2006	toyota	good	8 cylinders	240300	automatic	ca	gas	full-size
13500	1987	chevrolet	excellent	8 cylinders	91500	automatic	nc	gas	mid-size
9995	2012	ford	good	6 cylinders	121181	automatic	ny	gas	full-size
48000	2016	ram	excellent	8 cylinders	48500	automatic	ca	diesel	full-size
24998	2014	ram	like new	8 cylinders	110000	automatic	fl	gas	full-size
11750	2015	chevrolet	good	4 cylinders	64400	manual	wi	gas	sub-compact
5500	2006	kia	good	6 cylinders	142600	automatic	tn	gas	full-size
34999	2008	lexus	excellent	8 cylinders	95000	automatic	fl	hybrid	full-size
4995	2007	buick	like new	6 cylinders	214687	automatic	mt	gas	full-size
46995	2015	ford	excellent	8 cylinders	88000	automatic	me	gas	full-size
6273	2005	toyota	good	6 cylinders	185327	automatic	nj	gas	mid-size
8888	2011	chevrolet	good	4 cylinders	116562	automatic	ia	gas	full-size
8650	2014	chrysler	excellent	6 cylinders	139245	automatic	fl	gas	full-size
3500	2001	jeep	fair	6 cylinders	213000	automatic	ky	gas	mid-size
32959	2017	chevrolet	excellent	8 cylinders	45294	automatic	ny	gas	mid-size
16500	2008	ram	like new	8 cylinders	240000	automatic	tx	diesel	full-size
24800	2008	gmc	like new	8 cylinders	209000	automatic	fl	diesel	full-size
85	2013	toyota	good	4 cylinders	99176	automatic	fl	gas	full-size
10995	2013	ford	excellent	6 cylinders	187000	automatic	il	gas	full-size
3995	1999	ford	good	8 cylinders	120596	automatic	oh	gas	full-size
9750	2001	ford	excellent	8 cylinders	126000	automatic	fl	diesel	full-size
12500	1993	chevrolet	excellent	8 cylinders	74000	automatic	mi	gas	full-size
3900	1991	toyota	good	6 cylinders	200000	automatic	tx	gas	full-size
9000	2004	chevrolet	good	8 cylinders	157000	automatic	ms	gas	full-size
8500	2010	subaru	excellent	4 cylinders	118369	automatic	fl	gas	full-size
2250	1992	chrysler	good	6 cylinders	78500	automatic	ca	gas	mid-size
18995	2014	jeep	excellent	6 cylinders	76671	automatic	ia	gas	full-size
3500	1995	ford	excellent	6 cylinders	93000	automatic	ca	gas	full-size
7270	2007	ford	excellent	8 cylinders	167847	automatic	mn	gas	full-size
899	2005	chrysler	excellent	4 cylinders	156607	automatic	or	gas	mid-size
11995	2007	chevrolet	excellent	8 cylinders	145702	automatic	or	gas	full-size
5950	2006	audi	excellent	4 cylinders	158067	automatic	ct	gas	mid-size
52950	2016	ford	excellent	8 cylinders	110690	automatic	ca	diesel	full-size
46095	2017	ford	excellent	6 cylinders	67819	automatic	nm	gas	full-size
5500	2003	subaru	good	4 cylinders	170460	manual	ca	gas	mid-size
10999	2014	ford	new	6 cylinders	117881	automatic	ga	hybrid	full-size
62000	2018	mercedes-benz	excellent	8 cylinders	28800	automatic	ca	gas	full-size
12500	2011	jeep	good	6 cylinders	136000	automatic	mi	gas	full-size
4395	2001	infiniti	excellent	6 cylinders	243400	automatic	mo	gas	mid-size
53000	2018	gmc	excellent	8 cylinders	15675	automatic	mt	diesel	full-size
14995	2018	nissan	like new	4 cylinders	27751	automatic	ak	gas	mid-size
13907	2007	gmc	excellent	8 cylinders	156193	automatic	ca	gas	full-size
7000	2005	ford	good	6 cylinders	162000	automatic	or	gas	full-size
21000	2011	jeep	excellent	6 cylinders	139000	automatic	ks	gas	full-size
5500	2011	nissan	excellent	4 cylinders	159600	automatic	nc	gas	sub-compact
7500	1952	gmc	good	8 cylinders	5	automatic	ny	gas	full-size
2495	1998	toyota	like new	4 cylinders	157000	automatic	oh	gas	mid-size
7500	2007	ford	excellent	8 cylinders	205000	automatic	tx	gas	full-size
5000	2007	mercury	good	8 cylinders	118400	automatic	ga	gas	full-size
1500	2011	chevrolet	fair	4 cylinders	139000	automatic	ut	gas	compact
9495	2013	toyota	excellent	5 cylinders	152000	automatic	al	gas	mid-size
100	2014	nissan	excellent	4 cylinders	104519	automatic	pa	gas	mid-size
15000	1995	ford	good	8 cylinders	182000	automatic	tx	gas	full-size
9850	2004	ford	good	8 cylinders	179000	automatic	wi	diesel	full-size
6200	2016	kia	good	4 cylinders	92000	automatic	wi	gas	compact
3975	2007	chrysler	good	6 cylinders	149650	automatic	mn	gas	full-size
17500	2017	nissan	excellent	4 cylinders	12329	automatic	fl	gas	compact
3800	2008	chevrolet	good	6 cylinders	165000	automatic	co	gas	mid-size
26310	2017	ford	like new	6 cylinders	97774	automatic	ca	gas	full-size
3500	1978	pontiac	good	8 cylinders	100000	automatic	fl	gas	mid-size
3500	1960	lincoln	fair	8 cylinders	67000	automatic	nc	gas	full-size
15500	2013	bmw	excellent	6 cylinders	78000	automatic	co	gas	mid-size
24500	2018	ford	good	6 cylinders	167707	automatic	wi	gas	full-size
17500	2011	gmc	good	8 cylinders	164340	automatic	oh	gas	full-size
10500	2010	bmw	excellent	8 cylinders	112425	automatic	il	gas	full-size
1200	2003	mini	fair	4 cylinders	104000	automatic	ny	gas	mid-size
6500	2012	honda	like new	4 cylinders	161763	automatic	tx	gas	full-size
41995	2014	toyota	good	6 cylinders	61015	automatic	or	gas	mid-size
4200	2005	buick	excellent	6 cylinders	161000	automatic	mt	gas	full-size
26995	2016	chevrolet	excellent	8 cylinders	94996	automatic	va	gas	full-size
16500	2019	buick	excellent	4 cylinders	5150	automatic	sd	gas	sub-compact
6300	2004	chevrolet	excellent	8 cylinders	172	automatic	nc	gas	full-size
20974	2018	nissan	like new	other	33585	automatic	hi	electric	full-size
79995	2018	ford	excellent	8 cylinders	21739	automatic	ny	diesel	full-size
2000	2013	ford	good	4 cylinders	128000	automatic	il	gas	mid-size
35500	2017	toyota	like new	8 cylinders	74400	automatic	ca	gas	full-size
14000	1958	chevrolet	excellent	8 cylinders	77000	automatic	al	gas	full-size
24500	2012	chevrolet	good	8 cylinders	112000	automatic	nj	gas	full-size
4200	2004	nissan	good	8 cylinders	126123	automatic	ia	gas	full-size
31900	2019	ford	like new	6 cylinders	29497	automatic	oh	gas	mid-size
4700	2007	nissan	excellent	6 cylinders	116000	automatic	nj	gas	full-size
13995	2013	toyota	excellent	4 cylinders	76579	automatic	or	hybrid	mid-size
14500	2014	ram	good	8 cylinders	145213	automatic	nj	gas	full-size
17950	2014	chevrolet	excellent	8 cylinders	181367	automatic	ca	gas	full-size
3600	2004	ford	good	8 cylinders	186000	automatic	ca	gas	full-size
4250	2014	nissan	good	4 cylinders	127900	automatic	ca	gas	compact
3000	2006	gmc	good	8 cylinders	220000	automatic	nj	gas	full-size
15995	2015	ford	excellent	4 cylinders	108000	automatic	ky	gas	full-size
42300	2018	tesla	excellent	other	42300	other	nc	electric	mid-size
10995	2005	toyota	like new	6 cylinders	172000	automatic	ca	gas	full-size
9998	2011	gmc	excellent	6 cylinders	123817	automatic	ma	gas	full-size
8490	2008	mercedes-benz	excellent	6 cylinders	121212	automatic	md	gas	mid-size
6400	2006	bmw	excellent	6 cylinders	198000	automatic	ny	gas	mid-size
29750	2016	lexus	like new	6 cylinders	47950	automatic	ny	gas	mid-size
7000	2009	mercedes-benz	excellent	6 cylinders	138460	automatic	ks	gas	full-size
3995	2007	chevrolet	good	6 cylinders	140000	automatic	pa	gas	mid-size
1000	1998	volkswagen	good	4 cylinders	186902	manual	nj	gas	compact
39991	2012	ram	excellent	6 cylinders	0	automatic	id	diesel	full-size
3200	2004	acura	fair	4 cylinders	230000	automatic	md	gas	mid-size
5500	1978	chevrolet	good	8 cylinders	172000	automatic	va	gas	full-size
10500	2013	dodge	excellent	6 cylinders	151000	automatic	mi	gas	full-size
5950	2012	jeep	excellent	4 cylinders	163000	automatic	ny	gas	mid-size
18900	1999	chevrolet	good	6 cylinders	200000	automatic	me	gas	full-size
27998	2017	dodge	excellent	8 cylinders	77124	automatic	ca	gas	full-size
11900	2014	cadillac	excellent	6 cylinders	102000	automatic	mn	gas	full-size
1300	2002	mazda	good	4 cylinders	180000	manual	ny	gas	full-size
14995	2009	jeep	good	6 cylinders	122000	automatic	ia	gas	full-size
265	2011	chevrolet	excellent	8 cylinders	210320	automatic	or	gas	full-size
5300	2014	jeep	good	4 cylinders	161800	automatic	ma	gas	full-size
1	2018	dodge	excellent	6 cylinders	62531	automatic	fl	gas	compact
8650	2014	toyota	excellent	4 cylinders	127000	automatic	nc	gas	mid-size
3950	2004	bmw	excellent	6 cylinders	108000	automatic	nj	gas	compact
28995	2016	bmw	excellent	6 cylinders	30565	automatic	tx	gas	compact
20995	2014	jeep	excellent	6 cylinders	64500	manual	ny	gas	compact
20975	2017	chevrolet	good	6 cylinders	138700	automatic	nj	gas	mid-size
1500	1996	honda	fair	6 cylinders	135239	automatic	fl	gas	mid-size
7000	2005	subaru	excellent	5 cylinders	210000	manual	ca	gas	mid-size
