birdwatcher_id,age,favorite_bird,lens_size,repeat_experience,date
11520,39,wodopecker,10,0,2023-12-03
11521,67,hummingbird,10,1,2023-06-09
11522,30,hummingbird,8,1,2023-03-23
11523,72,spaarow,10,0,2023-12-07
11524,60,woodpecker,10,1,2023-01-13
11525,91,woodpecker,8,1,2023-01-02
11526,46,hummingbird,7,0,2023-03-07
11527,64,huminggbird,10,0,2023-01-06
11528,64,hummingbird,8,1,2023-09-14
11529,18,spaarow,7,0,2023-06-21
11530,29,hummingbird,10,0,2023-12-11
11531,68,sparrow,7,0,2023-12-01
11532,68,hummingbird,10,1,2023-11-11
11533,92,wodopecker,7,0,2023-03-06
11534,58,woodpecker,10,1,2023-05-24
11535,36,sparrow,10,1,2023-02-04
11536,25,hummingbird,8,0,2023-05-26
11537,44,sparrow,10,0,2023-03-01
11538,83,sparrow,10,1,2023-07-14
11539,23,hummingbird,10,0,2023-08-02
11540,39,woodpecker,7,1,2023-02-11
11541,64,sparrow,10,1,2023-02-09
11542,42,woodpecker,8,1,2023-06-24
11543,98,hummingbird,10,1,2023-10-19
11544,64,woodpecker,10,0,2023-03-01
11545,26,huminggbird,7,1,2023-02-28
11546,52,sparrow,10,1,2023-07-14
11547,26,hummingbird,10,0,2023-04-07
11548,67,woodpecker,7,0,2023-12-17
11549,95,woodpecker,8,0,2023-03-05
11550,91,sparrow,10,0,2023-03-28
11551,19,woodpecker,10,0,2023-03-09
11552,66,woodpecker,8,1,2023-01-02
11553,89,spaarow,7,0,2023-06-08
11554,49,hummingbird,8,0,2023-10-05
11555,44,hummingbird,10,0,2023-03-22
11556,47,sparrow,8,1,2023-03-02
11557,34,sparrow,8,1,2023-06-13
11558,61,woodpecker,8,0,2023-03-21
11559,23,woodpecker,10,1,2023-01-04
11560,39,woodpecker,8,0,2023-11-24
11561,104,woodpecker,7,1,2023-10-25
11562,58,spaarow,7,0,2023-01-28
11563,61,woodpecker,7,1,2023-02-04
11564,27,huminggbird,7,0,2023-04-09
11565,50,sparrow,10,0,2023-09-10
11566,70,hummingbird,7,0,2023-04-08
11567,66,woodpecker,7,0,2023-10-04
11568,39,hummingbird,8,1,2023-04-08
11569,65,woodpecker,7,1,2023-11-06
11570,105,sparrow,8,0,2023-06-06
11571,45,hummingbird,10,0,2023-09-13
11572,80,hummingbird,10,1,2023-02-26
11573,83,woodpecker,7,1,2023-04-06
11574,36,woodpecker,8,1,2023-04-24
11575,90,sparrow,7,1,2023-10-09
11576,24,woodpecker,7,0,2023-06-27
11577,18,woodpecker,10,1,2023-07-22
11578,93,hummingbird,10,0,2023-05-11
11579,73,hummingbird,10,1,2023-03-07
11580,96,woodpecker,8,1,2023-05-06
11581,71,hummingbird,8,0,2023-09-13
11582,29,woodpecker,8,1,2023-05-25
11583,39,sparrow,7,0,2023-05-20
11584,78,woodpecker,7,0,2023-08-14
11585,58,sparrow,7,1,2023-01-06
11586,62,hummingbird,10,0,2023-05-19
11587,46,wodopecker,8,1,2023-09-14
11588,65,sparrow,7,0,2023-07-07
11589,35,hummingbird,8,1,2023-05-06
11590,24,wodopecker,8,0,2023-12-02
11591,68,hummingbird,10,0,2023-12-26
11592,40,sparrow,10,0,2023-10-12
11593,80,woodpecker,7,0,2023-04-14
11594,91,woodpecker,7,0,2023-08-21
11595,43,hummingbird,8,0,2023-11-16
11596,104,woodpecker,7,1,2023-11-28
11597,96,sparrow,8,1,2023-04-09
11598,27,sparrow,10,0,2023-11-19
11599,73,woodpecker,7,0,2023-09-21
11600,25,woodpecker,10,0,2023-11-12
11601,62,sparrow,10,0,2023-03-20
11602,44,woodpecker,7,1,2023-08-27
11603,103,hummingbird,8,0,2023-04-12
11604,91,sparrow,8,0,2023-07-27
11605,81,sparrow,10,0,2023-02-11
11606,46,huminggbird,7,0,2023-12-06
11607,57,sparrow,10,0,2023-07-13
11608,46,sparrow,10,1,2023-06-27
11609,65,hummingbird,7,1,2023-06-19
11610,51,spaarow,8,0,2023-02-09
11611,74,hummingbird,8,0,2023-08-25
11612,42,sparrow,7,1,2023-07-06
11613,95,woodpecker,7,1,2023-06-26
11614,56,sparrow,10,0,2023-04-28
11615,97,sparrow,7,1,2023-11-17
11616,41,hummingbird,8,0,2023-01-20
11617,39,woodpecker,8,0,2023-07-14
11618,100,sparrow,10,0,2023-05-04
11619,65,hummingbird,8,0,2023-05-16
11620,49,sparrow,7,1,2023-06-08
11621,93,hummingbird,10,1,2023-04-13
11622,99,hummingbird,10,1,2023-10-23
11623,67,woodpecker,10,1,2023-06-06
11624,73,woodpecker,7,0,2023-05-15
11625,37,woodpecker,10,1,2023-05-25
11626,42,hummingbird,7,0,2023-07-14
11627,92,huminggbird,10,1,2023-12-11
11628,105,sparrow,7,1,2023-11-08
11629,33,sparrow,7,1,2023-06-07
11630,92,sparrow,8,1,2023-09-19
11631,69,hummingbird,10,1,2023-12-23
11632,91,hummingbird,10,1,2023-12-14
11633,71,sparrow,10,1,2023-03-25
11634,51,woodpecker,10,0,2023-11-25
11635,48,hummingbird,7,1,2023-10-18
11636,60,hummingbird,8,0,2023-06-24
11637,83,sparrow,7,1,2023-04-05
11638,45,hummingbird,7,0,2023-05-07
11639,72,sparrow,7,0,2023-12-25
11640,25,hummingbird,7,1,2023-07-16
11641,37,woodpecker,8,0,2023-10-05
11642,29,wodopecker,10,0,2023-05-04
11643,22,hummingbird,8,0,2023-06-16
11644,43,hummingbird,7,1,2023-02-06
11645,22,woodpecker,8,1,2023-11-15
11646,92,woodpecker,7,0,2023-11-23
11647,65,hummingbird,8,0,2023-07-07
11648,57,sparrow,10,0,2023-12-21
11649,48,woodpecker,7,1,2023-09-08
11650,67,sparrow,8,0,2023-06-09
11651,70,hummingbird,7,1,2023-04-22
11652,32,woodpecker,7,0,2023-05-14
11653,100,sparrow,7,1,2023-09-11
11654,94,sparrow,10,0,2023-09-24
11655,18,hummingbird,7,1,2023-07-08
11656,101,hummingbird,7,0,2023-11-19
11657,85,sparrow,8,1,2023-01-14
11658,98,hummingbird,8,1,2023-02-13
11659,99,hummingbird,7,1,2023-12-18
11660,96,hummingbird,10,0,2023-03-10
11661,73,sparrow,8,0,2023-10-16
11662,99,woodpecker,8,0,2023-10-21
11663,72,hummingbird,7,1,2023-04-20
11664,87,woodpecker,10,0,2023-10-25
11665,40,hummingbird,7,1,2023-09-26
11666,78,sparrow,8,0,2023-11-03
11667,79,hummingbird,10,1,2023-07-04
11668,37,woodpecker,8,0,2023-06-28
11669,60,woodpecker,7,0,2023-04-22
11670,102,woodpecker,7,1,2023-09-03
11671,70,woodpecker,10,1,2023-02-13
11672,30,sparrow,10,0,2023-09-21
11673,101,woodpecker,7,1,2023-04-23
11674,93,sparrow,7,0,2023-08-03
11675,96,woodpecker,7,1,2023-01-08
11676,92,sparrow,7,1,2023-01-16
11677,101,hummingbird,7,1,2023-04-16
11678,99,woodpecker,10,0,2023-03-13
11679,43,sparrow,7,1,2023-01-16
11680,87,woodpecker,10,1,2023-12-06
11681,99,sparrow,10,1,2023-01-04
11682,95,sparrow,10,1,2023-05-18
11683,47,sparrow,10,1,2023-10-14
11684,29,woodpecker,8,1,2023-08-18
11685,91,sparrow,8,0,2023-12-01
11686,62,sparrow,10,0,2023-09-05
11687,51,hummingbird,7,0,2023-07-24
11688,100,woodpecker,7,0,2023-05-19
11689,52,hummingbird,7,1,2023-04-04
11690,35,woodpecker,8,1,2023-03-04
11691,96,hummingbird,8,0,2023-05-13
11692,36,sparrow,8,0,2023-04-19
11693,37,sparrow,8,0,2023-05-26
11694,94,woodpecker,7,0,2023-08-13
11695,100,sparrow,10,1,2023-03-11
11696,96,woodpecker,8,0,2023-11-09
11697,102,hummingbird,8,1,2023-03-24
11698,58,wodopecker,7,0,2023-10-27
11699,48,sparrow,8,1,2023-11-06
11700,46,sparrow,8,0,2023-07-27
11701,31,woodpecker,8,0,2023-12-10
11702,74,spaarow,10,0,2023-06-25
11703,66,sparrow,7,1,2023-07-07
11704,19,sparrow,8,1,2023-04-20
11705,71,woodpecker,8,0,2023-02-15
11706,37,hummingbird,7,1,2023-03-24
11707,78,hummingbird,8,1,2023-10-28
11708,39,hummingbird,7,0,2023-10-21
11709,28,woodpecker,10,1,2023-05-01
11710,33,sparrow,8,0,2023-04-13
11711,89,sparrow,7,1,2023-10-09
11712,22,sparrow,10,0,2023-09-28
11713,20,woodpecker,8,0,2023-11-03
11714,70,hummingbird,7,1,2023-11-04
11715,28,sparrow,7,0,2023-03-21
11716,58,woodpecker,10,1,2023-07-23
11717,70,hummingbird,10,1,2023-07-23
11718,76,hummingbird,8,1,2023-05-19
11719,94,hummingbird,8,0,2023-08-03
11720,43,woodpecker,8,0,2023-10-14
11721,56,sparrow,7,0,2023-08-22
11722,73,sparrow,7,0,2023-01-14
11723,51,woodpecker,10,0,2023-11-18
11724,54,sparrow,7,1,2023-04-07
11725,85,wodopecker,8,0,2023-06-08
11726,32,sparrow,7,0,2023-10-04
11727,26,sparrow,10,0,2023-01-04
11728,81,sparrow,7,0,2023-07-04
11729,79,hummingbird,8,0,2023-03-12
11730,37,woodpecker,10,0,2023-10-01
11731,37,sparrow,8,1,2023-02-13
11732,45,hummingbird,10,1,2023-12-08
11733,62,sparrow,7,1,2023-10-20
11734,44,sparrow,7,1,2023-05-24
11735,84,sparrow,10,0,2023-10-02
11736,93,hummingbird,8,1,2023-02-07
11737,48,woodpecker,10,1,2023-04-08
11738,79,woodpecker,10,1,2023-05-09
11739,23,spaarow,7,0,2023-04-16
11740,53,woodpecker,8,0,2023-11-14
11741,25,sparrow,7,1,2023-08-22
11742,70,hummingbird,8,1,2023-04-22
11743,20,hummingbird,7,0,2023-05-18
11744,32,woodpecker,8,0,2023-02-10
11745,36,sparrow,10,1,2023-01-27
11746,64,hummingbird,8,1,2023-10-18
11747,40,huminggbird,7,0,2023-12-09
11748,82,hummingbird,8,0,2023-02-24
11749,52,sparrow,8,0,2023-01-03
11750,20,hummingbird,10,0,2023-07-16
11751,102,hummingbird,7,1,2023-10-07
11752,100,woodpecker,7,0,2023-01-03
11753,105,hummingbird,10,0,2023-05-18
11754,30,spaarow,7,0,2023-02-04
11755,31,sparrow,10,0,2023-07-01
11756,75,hummingbird,7,1,2023-05-19
11757,68,woodpecker,10,1,2023-11-23
11758,77,woodpecker,8,1,2023-10-22
11759,66,sparrow,10,1,2023-11-03
11760,30,hummingbird,8,1,2023-01-02
11761,76,hummingbird,8,0,2023-05-21
11762,35,woodpecker,10,0,2023-03-02
11763,73,spaarow,10,1,2023-03-17
11764,47,spaarow,8,1,2023-09-27
11765,87,hummingbird,8,1,2023-07-28
11766,73,sparrow,8,0,2023-07-04
11767,59,hummingbird,8,1,2023-07-18
11768,88,hummingbird,7,1,2023-01-24
11769,68,sparrow,10,1,2023-02-20
11770,85,sparrow,10,1,2023-10-02
11771,23,woodpecker,7,1,2023-04-10
11772,44,sparrow,7,1,2023-03-04
11773,36,hummingbird,8,1,2023-04-09
11774,99,hummingbird,7,1,2023-09-24
11775,87,woodpecker,8,0,2023-06-10
11776,47,hummingbird,7,1,2023-09-09
11777,94,sparrow,10,1,2023-03-02
11778,91,sparrow,8,1,2023-04-11
11779,60,woodpecker,10,0,2023-04-03
11780,46,sparrow,8,1,2023-07-02
11781,35,sparrow,8,0,2023-12-16
11782,60,sparrow,10,0,2023-10-22
11783,57,woodpecker,7,0,2023-02-16
11784,21,hummingbird,7,0,2023-10-04
11785,54,sparrow,10,0,2023-04-18
11786,105,woodpecker,10,1,2023-07-02
11787,66,sparrow,7,0,2023-02-11
11788,30,woodpecker,8,1,2023-08-04
11789,96,sparrow,7,1,2023-12-03
11790,51,woodpecker,8,0,2023-08-04
11791,58,woodpecker,7,1,2023-04-05
11792,25,sparrow,7,0,2023-12-04
11793,74,woodpecker,10,0,2023-10-22
11794,97,woodpecker,7,0,2023-05-28
11795,94,sparrow,10,1,2023-01-05
11796,47,woodpecker,7,1,2023-05-15
11797,82,sparrow,8,0,2023-11-28
11798,68,woodpecker,7,1,2023-01-06
11799,91,woodpecker,7,0,2023-09-18
11800,47,sparrow,8,1,2023-11-03
11801,73,sparrow,7,1,2023-05-03
11802,55,sparrow,7,0,2023-02-05
11803,77,hummingbird,8,1,2023-09-15
11804,45,sparrow,7,0,2023-11-10
11805,23,woodpecker,8,1,2023-06-05
11806,23,woodpecker,7,0,2023-08-23
11807,73,sparrow,8,0,2023-02-25
11808,43,sparrow,7,0,2023-10-07
11809,85,sparrow,10,0,2023-07-16
11810,61,woodpecker,8,1,2023-09-12
11811,37,hummingbird,7,0,2023-08-13
11812,34,woodpecker,8,1,2023-05-28
11813,50,sparrow,8,0,2023-07-07
11814,74,hummingbird,10,0,2023-10-03
11815,102,woodpecker,8,1,2023-04-18
11816,93,hummingbird,8,1,2023-02-02
11817,35,spaarow,10,0,2023-11-16
11818,62,sparrow,10,1,2023-05-20
11819,41,hummingbird,7,1,2023-02-22
11820,82,sparrow,7,0,2023-07-04
11821,54,hummingbird,8,0,2023-10-10
11822,88,hummingbird,10,1,2023-03-08
11823,77,hummingbird,10,0,2023-11-05
11824,101,woodpecker,7,0,2023-02-12
11825,98,hummingbird,10,1,2023-05-02
11826,19,huminggbird,10,0,2023-02-23
11827,64,sparrow,7,1,2023-04-03
11828,79,woodpecker,7,1,2023-06-07
11829,69,hummingbird,7,1,2023-06-02
11830,72,hummingbird,7,1,2023-07-20
11831,64,woodpecker,10,1,2023-11-14
11832,75,sparrow,8,1,2023-11-06
11833,33,sparrow,8,0,2023-07-03
11834,25,sparrow,10,0,2023-07-18
11835,80,sparrow,8,0,2023-05-27
11836,64,sparrow,7,1,2023-06-11
11837,102,woodpecker,8,1,2023-03-11
11838,49,woodpecker,10,1,2023-03-25
11839,105,woodpecker,7,1,2023-11-16
11840,35,woodpecker,7,0,2023-12-10
11841,80,woodpecker,7,1,2023-02-01
11842,100,woodpecker,10,1,2023-03-21
11843,96,hummingbird,8,1,2023-06-10
11844,34,hummingbird,7,1,2023-08-24
11845,66,woodpecker,10,0,2023-02-23
11846,33,wodopecker,8,0,2023-08-19
11847,51,woodpecker,10,0,2023-09-20
11848,28,woodpecker,8,1,2023-12-20
11849,34,woodpecker,7,0,2023-05-17
11850,35,sparrow,7,1,2023-09-12
11851,86,huminggbird,10,1,2023-07-13
11852,26,hummingbird,7,1,2023-10-10
11853,103,woodpecker,7,1,2023-09-19
11854,22,hummingbird,8,1,2023-10-08
11855,74,spaarow,8,0,2023-01-01
11856,90,woodpecker,8,1,2023-06-04
11857,94,wodopecker,7,1,2023-10-21
11858,51,wodopecker,7,1,2023-12-24
11859,63,sparrow,10,1,2023-06-14
11860,35,woodpecker,7,1,2023-08-12
11861,39,sparrow,10,0,2023-11-13
11862,72,spaarow,8,0,2023-04-12
11863,93,sparrow,7,0,2023-06-25
11864,50,wodopecker,10,0,2023-09-10
11865,94,sparrow,8,1,2023-03-28
11866,43,hummingbird,10,1,2023-03-15
11867,99,spaarow,10,0,2023-11-24
11868,82,sparrow,8,0,2023-02-15
11869,50,huminggbird,8,1,2023-03-13
11870,93,woodpecker,10,0,2023-07-05
11871,47,sparrow,10,1,2023-11-12
11872,21,hummingbird,10,1,2023-07-12
11873,60,hummingbird,7,1,2023-01-09
11874,31,sparrow,8,1,2023-07-28
11875,73,hummingbird,10,0,2023-01-16
11876,28,woodpecker,7,1,2023-01-22
11877,21,hummingbird,10,0,2023-01-03
11878,82,hummingbird,7,1,2023-05-28
11879,28,hummingbird,10,0,2023-11-09
11880,99,huminggbird,10,1,2023-02-27
11881,89,hummingbird,8,1,2023-04-01
11882,100,huminggbird,10,0,2023-07-17
11883,23,sparrow,8,1,2023-11-14
11884,64,woodpecker,10,0,2023-03-09
11885,83,spaarow,10,0,2023-01-26
11886,68,sparrow,8,1,2023-12-17
11887,48,sparrow,8,0,2023-08-25
11888,62,hummingbird,8,1,2023-02-01
11889,89,sparrow,10,1,2023-01-21
11890,48,hummingbird,8,0,2023-07-14
11891,79,sparrow,10,1,2023-09-20
11892,79,hummingbird,8,0,2023-01-22
11893,19,sparrow,10,1,2023-05-26
11894,68,hummingbird,10,0,2023-02-16
11895,82,wodopecker,7,1,2023-03-18
11896,60,hummingbird,8,1,2023-03-01
11897,30,woodpecker,10,1,2023-08-14
11898,104,woodpecker,7,0,2023-03-07
11899,52,hummingbird,8,1,2023-09-24
11900,80,hummingbird,10,0,2023-02-04
11901,42,woodpecker,8,1,2023-06-28
11902,56,sparrow,8,0,2023-11-06
11903,40,hummingbird,7,0,2023-03-08
11904,20,woodpecker,10,0,2023-03-18
11905,35,wodopecker,8,0,2023-03-06
11906,58,woodpecker,7,0,2023-03-18
11907,60,woodpecker,7,1,2023-03-10
11908,103,woodpecker,7,0,2023-01-18
11909,29,woodpecker,10,0,2023-05-16
11910,99,hummingbird,10,0,2023-06-28
11911,60,woodpecker,8,0,2023-03-17
11912,27,sparrow,8,0,2023-04-12
11913,47,hummingbird,8,0,2023-10-19
11914,67,hummingbird,10,0,2023-10-10
11915,28,woodpecker,7,1,2023-01-01
11916,43,woodpecker,10,1,2023-05-03
11917,76,sparrow,8,0,2023-01-24
11918,80,sparrow,8,1,2023-09-09
11919,96,hummingbird,7,0,2023-08-20
11920,51,woodpecker,10,1,2023-02-08
11921,68,hummingbird,7,1,2023-06-26
11922,24,woodpecker,7,1,2023-02-23
11923,74,sparrow,8,0,2023-02-08
11924,39,sparrow,7,1,2023-06-22
11925,59,huminggbird,7,0,2023-01-27
11926,97,hummingbird,8,0,2023-06-07
11927,101,woodpecker,7,0,2023-06-25
11928,23,hummingbird,10,1,2023-08-05
11929,76,sparrow,10,0,2023-03-25
11930,45,sparrow,10,0,2023-11-17
11931,63,woodpecker,8,0,2023-10-05
11932,60,hummingbird,7,0,2023-01-26
11933,66,hummingbird,7,1,2023-07-10
11934,104,hummingbird,7,1,2023-02-21
11935,84,huminggbird,7,1,2023-12-22
11936,71,sparrow,7,0,2023-06-16
11937,37,woodpecker,10,0,2023-09-02
11938,94,spaarow,10,1,2023-10-25
11939,62,woodpecker,10,1,2023-08-17
11940,38,sparrow,7,1,2023-04-01
11941,84,woodpecker,7,1,2023-03-18
11942,19,sparrow,8,0,2023-01-28
11943,87,sparrow,7,0,2023-02-01
11944,97,sparrow,8,0,2023-05-04
11945,84,sparrow,8,1,2023-10-10
11946,79,hummingbird,7,0,2023-12-11
11947,83,sparrow,10,1,2023-04-10
11948,81,hummingbird,8,1,2023-02-20
11949,19,spaarow,10,0,2023-06-28
11950,69,sparrow,7,0,2023-03-26
11951,57,sparrow,10,0,2023-09-25
11952,21,woodpecker,10,0,2023-02-21
11953,60,sparrow,10,1,2023-05-10
11954,47,hummingbird,7,0,2023-08-18
11955,78,wodopecker,8,0,2023-07-26
11956,24,spaarow,8,0,2023-08-10
11957,23,hummingbird,10,1,2023-12-21
11958,35,sparrow,7,0,2023-03-18
11959,36,woodpecker,7,0,2023-01-06
11960,78,woodpecker,10,0,2023-02-21
11961,35,sparrow,10,0,2023-09-22
11962,102,woodpecker,8,1,2023-09-20
11963,100,woodpecker,8,0,2023-04-01
11964,18,woodpecker,10,0,2023-07-08
11965,92,hummingbird,7,1,2023-06-16
11966,105,woodpecker,10,0,2023-09-21
11967,105,hummingbird,8,0,2023-12-01
11968,76,sparrow,10,0,2023-11-08
11969,60,woodpecker,7,1,2023-08-18
11970,102,woodpecker,10,0,2023-10-25
11971,89,hummingbird,8,1,2023-02-22
11972,32,sparrow,10,0,2023-03-04
11973,42,sparrow,10,0,2023-04-27
11974,45,hummingbird,8,0,2023-11-20
11975,33,woodpecker,7,1,2023-12-23
11976,91,hummingbird,8,0,2023-08-09
11977,60,woodpecker,8,0,2023-04-27
11978,89,woodpecker,7,1,2023-12-13
11979,58,hummingbird,8,0,2023-10-19
11980,50,sparrow,10,0,2023-01-11
11981,90,wodopecker,7,0,2023-06-18
11982,64,woodpecker,10,1,2023-06-12
11983,81,hummingbird,7,1,2023-08-26
11984,36,woodpecker,8,0,2023-06-19
11985,73,sparrow,7,1,2023-10-10
11986,58,wodopecker,8,1,2023-12-25
11987,48,hummingbird,8,0,2023-01-18
11988,98,woodpecker,10,1,2023-05-06
11989,47,huminggbird,8,0,2023-10-24
11990,43,sparrow,8,1,2023-01-27
11991,88,hummingbird,10,1,2023-07-20
11992,73,spaarow,8,0,2023-07-19
11993,38,hummingbird,10,0,2023-11-02
11994,91,woodpecker,7,1,2023-12-10
11995,93,sparrow,7,0,2023-06-05
11996,19,sparrow,10,0,2023-09-20
11997,90,sparrow,8,1,2023-09-14
11998,81,sparrow,7,1,2023-01-13
11999,78,sparrow,10,1,2023-02-24
12000,95,sparrow,7,1,2023-01-13
12001,59,woodpecker,8,1,2023-06-14
12002,65,sparrow,8,1,2023-08-08
12003,86,woodpecker,7,0,2023-04-15
12004,83,spaarow,7,0,2023-05-12
12005,54,woodpecker,8,0,2023-08-02
12006,91,woodpecker,10,0,2023-02-13
12007,34,hummingbird,10,0,2023-06-05
12008,74,sparrow,8,1,2023-08-14
12009,54,woodpecker,7,0,2023-02-08
12010,53,woodpecker,10,0,2023-07-22
12011,35,sparrow,7,1,2023-09-03
12012,52,hummingbird,7,0,2023-05-19
12013,38,woodpecker,7,1,2023-09-02
12014,27,woodpecker,7,1,2023-03-12
12015,97,sparrow,10,0,2023-04-21
12016,55,sparrow,7,0,2023-01-17
12017,104,sparrow,10,1,2023-05-07
12018,26,woodpecker,8,1,2023-08-24
12019,55,hummingbird,10,1,2023-07-20
12020,26,hummingbird,10,0,2023-10-06
12021,87,woodpecker,8,1,2023-11-20
12022,32,sparrow,8,0,2023-07-10
12023,28,sparrow,8,1,2023-05-10
12024,63,hummingbird,10,1,2023-08-25
12025,44,spaarow,7,1,2023-08-28
12026,53,sparrow,7,1,2023-03-11
12027,26,woodpecker,8,1,2023-01-18
12028,83,hummingbird,8,0,2023-05-22
12029,35,hummingbird,10,1,2023-03-08
12030,83,hummingbird,7,0,2023-12-05
12031,23,hummingbird,10,1,2023-05-06
12032,102,woodpecker,10,1,2023-04-10
12033,30,woodpecker,10,1,2023-09-01
12034,19,sparrow,10,1,2023-01-09
12035,97,hummingbird,7,0,2023-02-15
12036,28,hummingbird,10,1,2023-12-05
12037,76,spaarow,8,1,2023-05-04
12038,97,wodopecker,10,1,2023-12-11
12039,79,sparrow,8,0,2023-06-08
12040,27,woodpecker,7,0,2023-07-20
12041,59,hummingbird,7,0,2023-02-11
12042,33,sparrow,10,1,2023-09-11
12043,61,sparrow,10,0,2023-06-15
12044,101,woodpecker,10,1,2023-05-28
12045,39,huminggbird,8,1,2023-10-01
12046,36,woodpecker,10,0,2023-07-06
12047,101,hummingbird,10,1,2023-08-19
12048,82,woodpecker,8,0,2023-07-01
12049,61,woodpecker,7,0,2023-03-09
12050,43,hummingbird,8,1,2023-03-12
12051,90,hummingbird,8,1,2023-08-02
12052,61,woodpecker,10,0,2023-04-25
12053,78,woodpecker,8,1,2023-04-08
12054,23,spaarow,8,1,2023-11-05
12055,79,sparrow,10,0,2023-10-26
12056,83,sparrow,7,0,2023-06-22
12057,80,woodpecker,7,1,2023-10-10
12058,44,sparrow,7,0,2023-06-06
12059,76,woodpecker,7,1,2023-04-28
12060,65,huminggbird,8,1,2023-02-11
12061,62,woodpecker,10,1,2023-11-18
12062,33,sparrow,8,0,2023-03-17
12063,22,hummingbird,8,0,2023-07-08
12064,104,woodpecker,7,0,2023-01-09
12065,55,sparrow,7,0,2023-01-27
12066,68,sparrow,7,0,2023-03-20
12067,101,woodpecker,10,1,2023-07-13
12068,56,woodpecker,10,1,2023-03-23
12069,75,hummingbird,8,1,2023-10-20
12070,61,sparrow,10,0,2023-02-15
12071,53,sparrow,7,0,2023-03-04
12072,37,sparrow,7,0,2023-08-10
12073,92,woodpecker,8,0,2023-03-20
12074,55,woodpecker,8,1,2023-03-27
12075,24,woodpecker,7,1,2023-03-01
12076,104,hummingbird,7,1,2023-05-03
12077,31,hummingbird,10,0,2023-07-15
12078,65,huminggbird,7,1,2023-09-25
12079,64,woodpecker,7,0,2023-03-04
12080,99,sparrow,7,1,2023-06-22
12081,78,sparrow,10,0,2023-04-19
12082,22,woodpecker,10,1,2023-03-13
12083,31,wodopecker,7,1,2023-07-20
12084,19,woodpecker,10,1,2023-04-16
12085,105,sparrow,8,0,2023-01-13
12086,78,hummingbird,8,1,2023-04-05
12087,44,sparrow,10,0,2023-06-25
12088,32,spaarow,10,0,2023-01-07
12089,95,spaarow,7,1,2023-02-27
12090,69,hummingbird,8,0,2023-04-19
12091,35,woodpecker,8,0,2023-03-17
12092,43,woodpecker,8,1,2023-01-10
12093,49,wodopecker,7,1,2023-09-25
12094,56,woodpecker,10,1,2023-06-01
12095,57,woodpecker,10,1,2023-03-05
12096,81,hummingbird,10,1,2023-01-14
12097,86,sparrow,8,1,2023-02-22
12098,45,woodpecker,7,1,2023-10-02
12099,87,spaarow,10,1,2023-02-19
12100,49,sparrow,7,0,2023-04-21
12101,79,hummingbird,10,0,2023-04-07
12102,50,hummingbird,7,0,2023-06-20
12103,43,hummingbird,10,0,2023-04-16
12104,35,sparrow,10,1,2023-10-16
12105,91,sparrow,7,1,2023-02-20
12106,49,hummingbird,8,0,2023-01-01
12107,34,sparrow,10,0,2023-01-21
12108,101,sparrow,10,1,2023-01-06
12109,85,huminggbird,7,0,2023-12-19
12110,75,woodpecker,8,0,2023-11-11
12111,96,sparrow,8,0,2023-07-04
12112,46,hummingbird,8,0,2023-07-05
12113,77,sparrow,10,1,2023-03-27
12114,85,woodpecker,7,0,2023-06-13
12115,102,sparrow,8,0,2023-12-23
12116,92,sparrow,8,1,2023-11-09
12117,78,hummingbird,10,0,2023-12-16
12118,67,woodpecker,7,0,2023-02-17
12119,51,sparrow,8,0,2023-12-12
12120,85,woodpecker,7,0,2023-06-20
12121,41,sparrow,7,0,2023-05-01
12122,35,woodpecker,8,0,2023-12-15
12123,68,hummingbird,10,1,2023-10-20
12124,44,woodpecker,10,1,2023-03-08
12125,63,woodpecker,10,1,2023-01-10
12126,42,wodopecker,10,1,2023-06-24
12127,98,sparrow,10,1,2023-04-05
12128,60,hummingbird,8,0,2023-12-08
12129,45,hummingbird,10,0,2023-02-13
12130,68,hummingbird,10,0,2023-11-21
12131,66,wodopecker,8,1,2023-08-15
12132,49,hummingbird,7,0,2023-09-25
12133,45,woodpecker,7,0,2023-02-10
12134,84,sparrow,8,1,2023-06-13
12135,20,sparrow,10,1,2023-05-15
12136,65,woodpecker,8,1,2023-12-10
12137,29,sparrow,10,1,2023-04-15
12138,76,woodpecker,7,0,2023-01-26
12139,48,woodpecker,7,0,2023-12-04
12140,72,hummingbird,10,1,2023-10-10
12141,41,hummingbird,7,1,2023-06-07
12142,28,spaarow,10,1,2023-11-20
12143,50,huminggbird,8,0,2023-12-04
12144,76,sparrow,7,0,2023-02-22
12145,74,hummingbird,10,1,2023-08-16
12146,96,hummingbird,7,0,2023-07-14
12147,79,woodpecker,8,0,2023-12-14
12148,94,hummingbird,10,0,2023-06-02
12149,102,hummingbird,10,1,2023-06-06
12150,23,hummingbird,8,1,2023-11-16
12151,60,hummingbird,8,1,2023-11-25
12152,105,sparrow,10,1,2023-07-03
12153,28,woodpecker,10,1,2023-03-01
12154,86,sparrow,8,0,2023-10-06
12155,90,woodpecker,7,1,2023-09-03
12156,86,wodopecker,8,0,2023-12-21
12157,91,woodpecker,7,1,2023-06-16
12158,55,wodopecker,7,1,2023-09-02
12159,42,sparrow,8,0,2023-07-22
12160,94,woodpecker,10,0,2023-02-26
12161,70,sparrow,10,0,2023-12-20
12162,105,woodpecker,7,0,2023-01-05
12163,82,sparrow,10,0,2023-03-08
12164,102,spaarow,10,1,2023-02-22
